review,rating,date,bank
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,1,2025-11-10,Dashen
it's good but is not fast,5,2025-11-09,Dashen
your financial system must improved,4,2025-11-09,Dashen
your service is too good,5,2025-11-09,Dashen
good experience,5,2025-11-09,Dashen
"Amazing app, 👏",5,2025-11-07,Dashen
wooow,5,2025-11-07,Dashen
Nice app,5,2025-11-07,Dashen
"easy to use, friendly",5,2025-11-06,Dashen
"12yr more LC, UCP & ICC & loan",5,2025-11-06,Dashen
"not attractive and friendly app. Check Awash, CBE apps",1,2025-11-06,Dashen
amzing,5,2025-11-06,Dashen
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",5,2025-11-05,Dashen
betam kerfafa naw,1,2025-11-05,Dashen
exceptional,5,2025-11-05,Dashen
worst app ever,1,2025-11-05,Dashen
"Dashen, always two step ahead.",5,2025-11-05,Dashen
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",3,2025-11-05,Dashen
i am using,5,2025-11-05,Dashen
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,5,2025-11-05,Dashen
wonderful app,5,2025-11-05,Dashen
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",5,2025-11-05,Dashen
go ahead,5,2025-11-05,Dashen
its supper,5,2025-11-04,Dashen
it's so boring,1,2025-11-04,Dashen
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,5,2025-11-04,Dashen
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",5,2025-11-04,Dashen
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,3,2025-11-04,Dashen
Amazing,5,2025-11-03,Dashen
wow dashen bank,5,2025-11-03,Dashen
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,4,2025-11-02,Dashen
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen
it's too slow,1,2025-11-01,Dashen
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",1,2025-11-01,Dashen
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",1,2025-11-01,Dashen
app is too slow not opening fast,1,2025-10-31,Dashen
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",1,2025-10-30,Dashen
very nise good,5,2025-10-30,Dashen
what your emplyees tell as about the app when they came to our store and what actually the app is different,1,2025-10-30,Dashen
Excellent promotion,5,2025-10-30,Dashen
viry good,5,2025-10-29,Dashen
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",5,2025-10-29,Dashen
it is the worst app ever istg 🤮🤮🤮,1,2025-10-29,Dashen
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",5,2025-10-28,Dashen
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",5,2025-10-28,Dashen
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",5,2025-10-28,Dashen
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",5,2025-10-28,Dashen
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",5,2025-10-28,Dashen
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,5,2025-10-28,Dashen
This app has replaced several others for me. It has everything I need in one place.,5,2025-10-28,Dashen
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",5,2025-10-28,Dashen
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,5,2025-10-28,Dashen
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",5,2025-10-28,Dashen
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",5,2025-10-28,Dashen
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",5,2025-10-28,Dashen
I love the new dark theme it gives the app modern feel n make it more comfortable to use,5,2025-10-28,Dashen
"This is amazing app, as it name ,truly supper.",5,2025-10-28,Dashen
This is one of the most user friendly and impressive apps I have encountered in the banking sector,5,2025-10-28,Dashen
"Amazing UI and UX, the dark mode looks absolutely awesome!",5,2025-10-28,Dashen
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,5,2025-10-28,Dashen
Astonishing interface with ease of access and complete performance,5,2025-10-28,Dashen
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",5,2025-10-28,Dashen
stunning UI with reliable service!,5,2025-10-28,Dashen
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-10-27,Dashen
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",4,2025-10-22,Dashen
convinent,5,2025-10-22,Dashen
it is Excellent April jest continue more abeaten.....,4,2025-10-19,Dashen
abdrug bentahuuuu,3,2025-10-17,Dashen
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",1,2025-10-14,Dashen
